abstain_precision,abstain_rate,abstain_recall,accuracy_when_gold_present,answer_acc_given_gold_selected,cite_f1,decomposition_line,drop_rate,entailment,exact_acc,gold_missing_rate,gold_present_rate,gold_support_selected_rate,mtime,pattern,rows,run_dir,run_name,selected_note_rate,selected_wrong_update_rate,selection_rate,spoof_accept_rate,state_integrity_rate,support_consistency_rate,value_acc,value_acc_when_gold_selected,value_is_substring_of_selected_line_rate,wrong_update_rate
,,,0.9166666666666666,1.0,0.9166666666666666,1.0000 -> 0.9167 -> 0.9167 -> 0.9167,0.0,1.0,0.9166666666666666,,1.0,0.9166666666666666,1767343089.5722294,note_rate_0_linear_k4,3,runs\note_rate_0_linear_k4_s3q16,note_rate_0_linear_k4_s3q16,0.0,1.0,0.9166666666666666,,,1.0,0.9166666666666666,1.0,1.0,0.08333333333333333
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766883138.8013153,order_bias_gold_first_k4_same,5,runs\order_bias_gold_first_k4_same_s5q24,order_bias_gold_first_k4_same_s5q24,,,1.0,,,,0.975,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766941820.0871284,order_bias_gold_first_k4_same_s5q24_latest_step,5,runs\order_bias_gold_first_k4_same_s5q24_latest_step,order_bias_gold_first_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
,,,0.0,,0.0,1.0000 -> 0.0000 -> 0.0000 -> 0.0000,0.0,0.9916666666666666,0.0,,1.0,,1766902346.6894684,order_bias_gold_first_k4_same_s5q24_llm,5,runs\order_bias_gold_first_k4_same_s5q24_llm,order_bias_gold_first_k4_same_s5q24_llm,,,0.0,,,,0.0,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766890921.9321072,order_bias_gold_last_k4_same,5,runs\order_bias_gold_last_k4_same_s5q24,order_bias_gold_last_k4_same_s5q24,,,1.0,,,,0.975,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766945892.9456952,order_bias_gold_last_k4_same_s5q24_latest_step,5,runs\order_bias_gold_last_k4_same_s5q24_latest_step,order_bias_gold_last_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1766908798.261772,order_bias_gold_last_k4_same_s5q24_llm,5,runs\order_bias_gold_last_k4_same_s5q24_llm,order_bias_gold_last_k4_same_s5q24_llm,,,1.0,,,,1.0,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766887245.3859968,order_bias_gold_middle_k4_same,5,runs\order_bias_gold_middle_k4_same_s5q24,order_bias_gold_middle_k4_same_s5q24,,,1.0,,,,0.975,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766943854.4943566,order_bias_gold_middle_k4_same_s5q24_latest_step,5,runs\order_bias_gold_middle_k4_same_s5q24_latest_step,order_bias_gold_middle_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
,,,0.008333333333333333,,0.008333333333333333,1.0000 -> 0.0083 -> 0.0083 -> 0.0083,0.0,0.9666666666666666,0.008333333333333333,,1.0,,1766905544.5136456,order_bias_gold_middle_k4_same_s5q24_llm,5,runs\order_bias_gold_middle_k4_same_s5q24_llm,order_bias_gold_middle_k4_same_s5q24_llm,,,0.008333333333333333,,,,0.008333333333333333,,,
,,,0.525,,0.625,1.0000 -> 0.6250 -> 0.5250 -> 0.5250,0.375,0.8166666666666667,0.525,,1.0,,1766975785.087932,order_bias_linear_gold_first_k4_same,5,runs\order_bias_linear_gold_first_k4_same_s5q24,order_bias_linear_gold_first_k4_same_s5q24,,,0.625,,,,0.525,,,
,,,0.4166666666666667,,0.5416666666666666,1.0000 -> 0.5417 -> 0.4167 -> 0.4167,0.4583333333333333,0.8083333333333333,0.4166666666666667,,1.0,,1766981370.6811423,order_bias_linear_gold_last_k4_same,5,runs\order_bias_linear_gold_last_k4_same_s5q24,order_bias_linear_gold_last_k4_same_s5q24,,,0.5416666666666666,,,,0.4166666666666667,,,
,,,0.4666666666666667,,0.5833333333333334,1.0000 -> 0.5833 -> 0.4667 -> 0.4667,0.4166666666666667,0.8083333333333333,0.4666666666666666,,1.0,,1766978497.651943,order_bias_linear_gold_middle_k4_same,5,runs\order_bias_linear_gold_middle_k4_same_s5q24,order_bias_linear_gold_middle_k4_same_s5q24,,,0.5833333333333334,,,,0.4666666666666666,,,
,,,0.44166666666666665,,0.5833333333333334,1.0000 -> 0.5833 -> 0.4417 -> 0.4417,0.4166666666666667,0.7916666666666666,0.4416666666666666,,1.0,,1766984271.658642,order_bias_linear_shuffle_k4_same,5,runs\order_bias_linear_shuffle_k4_same_s5q24,order_bias_linear_shuffle_k4_same_s5q24,,,0.5833333333333334,,,,0.4416666666666666,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766893144.3099978,order_bias_shuffle_k4_same,5,runs\order_bias_shuffle_k4_same_s5q24,order_bias_shuffle_k4_same_s5q24,,,1.0,,,,0.975,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766947929.5544546,order_bias_shuffle_k4_same_s5q24_latest_step,5,runs\order_bias_shuffle_k4_same_s5q24_latest_step,order_bias_shuffle_k4_same_s5q24_latest_step,,,1.0,,,,0.975,,,
,,,0.44166666666666665,,0.4416666666666666,1.0000 -> 0.4417 -> 0.4417 -> 0.4417,0.0,1.0,0.4416666666666666,,1.0,,1766912080.241653,order_bias_shuffle_k4_same_s5q24_llm,5,runs\order_bias_shuffle_k4_same_s5q24_llm,order_bias_shuffle_k4_same_s5q24_llm,,,0.44166666666666665,,,,0.4416666666666666,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766874025.578129,pick_then_answer_k4_same_shuffle,5,runs\pick_then_answer_k4_same_shuffle_s5q24,pick_then_answer_k4_same_shuffle_s5q24,,,1.0,,,,0.975,,,
,,,0.975,,1.0,1.0000 -> 1.0000 -> 0.9750 -> 0.9750,0.0,0.975,0.975,,1.0,,1766876546.6841097,pick_then_answer_off_k4_same_shuffle,5,runs\pick_then_answer_off_k4_same_shuffle_s5q24,pick_then_answer_off_k4_same_shuffle_s5q24,,,1.0,,,,0.975,,,
,,,0.4583333333333333,,0.4583333333333333,1.0000 -> 0.4583 -> 0.4583 -> 0.4583,0.125,1.0,0.4583333333333333,,1.0,,1767039824.7093985,preset_drop_p0.2,3,runs\preset_drop_p0.2_s3q16,preset_drop_p0.2_s3q16,,,0.4583333333333333,,,,0.4583333333333333,,,
,,,0.10416666666666667,,0.10416666666666667,1.0000 -> 0.1042 -> 0.1042 -> 0.1042,0.6875,1.0,0.10416666666666667,,1.0,,1767041557.4033465,preset_drop_p0.4,3,runs\preset_drop_p0.4_s3q16,preset_drop_p0.4_s3q16,,,0.10416666666666667,,,,0.10416666666666667,,,
,,,0.2708333333333333,,0.2708333333333333,1.0000 -> 0.2708 -> 0.2708 -> 0.2708,0.0,1.0,0.2708333333333333,,1.0,,1767037997.7548406,preset_drop_p0,3,runs\preset_drop_p0_s3q16,preset_drop_p0_s3q16,,,0.2708333333333333,,,,0.2708333333333333,,,
,,,0.3333333333333333,,0.3333333333333333,1.0000 -> 0.3333 -> 0.3333 -> 0.3333,0.0,1.0,0.3333333333333333,,1.0,,1766986341.8300037,preset_hard_selection,3,runs\preset_hard_selection_s3q16,preset_hard_selection_s3q16,,,0.3333333333333333,,,,0.3333333333333333,,,
,,,0.0,,0.0,1.0000 -> 0.0000 -> 0.0000 -> 0.0000,0.0,1.0,0.0,,1.0,,1766989156.764767,preset_order_bias_gold_first,3,runs\preset_order_bias_gold_first_s3q16,preset_order_bias_gold_first_s3q16,,,0.0,,,,0.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1766992662.7762823,preset_order_bias_gold_last,3,runs\preset_order_bias_gold_last_s3q16,preset_order_bias_gold_last_s3q16,,,1.0,,,,1.0,,,
,,,0.041666666666666664,,0.041666666666666664,1.0000 -> 0.0417 -> 0.0417 -> 0.0417,0.0,1.0,0.041666666666666664,,1.0,,1766990927.7516804,preset_order_bias_gold_middle,3,runs\preset_order_bias_gold_middle_s3q16,preset_order_bias_gold_middle_s3q16,,,0.041666666666666664,,,,0.041666666666666664,,,
,,,0.3541666666666667,,0.3541666666666667,1.0000 -> 0.3542 -> 0.3542 -> 0.3542,0.0,1.0,0.3541666666666667,,1.0,,1766994093.2717073,preset_order_bias_shuffle,3,runs\preset_order_bias_shuffle_s3q16,preset_order_bias_shuffle_s3q16,,,0.3541666666666667,,,,0.3541666666666667,,,
,,,0.4375,,0.5,1.0000 -> 0.5000 -> 0.4375 -> 0.4375,0.5,0.8125,0.4375,,1.0,,1766972953.9384089,selector_after,3,runs\selector_after_s3q16,selector_after_s3q16,,,0.5,,,,0.4375,,,
,,,0.22916666666666666,,0.3125,1.0000 -> 0.3125 -> 0.2292 -> 0.2292,0.3125,0.7916666666666666,0.20833333333333334,,1.0,,1766971811.3433754,selector_before,3,runs\selector_before_s3q16,selector_before_s3q16,,,0.3125,,,,0.22916666666666666,,,
,,,0.0,,0.3333333333333333,1.0000 -> 0.3333 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766858261.144385,selector_only_quick_last_occurrence_k2,2,runs\selector_only_quick_last_occurrence_k2,selector_only_quick_last_occurrence_k2,,,0.3333333333333333,,,,0.0,,,
,,,0.0,,0.16666666666666666,1.0000 -> 0.1667 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766858261.9191582,selector_only_quick_last_occurrence_k4,2,runs\selector_only_quick_last_occurrence_k4,selector_only_quick_last_occurrence_k4,,,0.16666666666666666,,,,0.0,,,
,,,0.0,,0.125,1.0000 -> 0.1250 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766858262.763264,selector_only_quick_last_occurrence_k8,2,runs\selector_only_quick_last_occurrence_k8,selector_only_quick_last_occurrence_k8,,,0.125,,,,0.0,,,
,,,0.0,,1.0,1.0000 -> 1.0000 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766857846.5541291,selector_only_quick_latest_step_k2,2,runs\selector_only_quick_latest_step_k2,selector_only_quick_latest_step_k2,,,1.0,,,,0.0,,,
,,,0.0,,1.0,1.0000 -> 1.0000 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766857847.4420924,selector_only_quick_latest_step_k4,2,runs\selector_only_quick_latest_step_k4,selector_only_quick_latest_step_k4,,,1.0,,,,0.0,,,
,,,0.0,,1.0,1.0000 -> 1.0000 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766857848.3078084,selector_only_quick_latest_step_k8,2,runs\selector_only_quick_latest_step_k8,selector_only_quick_latest_step_k8,,,1.0,,,,0.0,,,
,,,0.0,,0.3333333333333333,1.0000 -> 0.3333 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766858230.9543765,selector_only_quick_none_k2,2,runs\selector_only_quick_none_k2,selector_only_quick_none_k2,,,0.3333333333333333,,,,0.0,,,
,,,0.0,,0.125,1.0000 -> 0.1250 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766858231.9342365,selector_only_quick_none_k4,2,runs\selector_only_quick_none_k4,selector_only_quick_none_k4,,,0.125,,,,0.0,,,
,,,0.0,,0.08333333333333333,1.0000 -> 0.0833 -> 0.0000 -> 0.0000,0.0,0.0,0.0,,1.0,,1766858232.6892197,selector_only_quick_none_k8,2,runs\selector_only_quick_none_k8,selector_only_quick_none_k8,,,0.08333333333333333,,,,0.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1766729877.177522,selector_quick_latest_step_k2,2,runs\selector_quick_latest_step_k2,selector_quick_latest_step_k2,,,1.0,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1766730302.1879702,selector_quick_latest_step_k4,2,runs\selector_quick_latest_step_k4,selector_quick_latest_step_k4,,,1.0,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1766730723.0740583,selector_quick_latest_step_k8,2,runs\selector_quick_latest_step_k8,selector_quick_latest_step_k8,,,1.0,,,,1.0,,,
,,,0.16666666666666666,,0.16666666666666666,1.0000 -> 0.1667 -> 0.1667 -> 0.1667,0.0,1.0,0.16666666666666666,,1.0,,1766727740.13074,selector_quick_none_k2,2,runs\selector_quick_none_k2,selector_quick_none_k2,,,0.16666666666666666,,,,0.16666666666666666,,,
,,,0.2916666666666667,,0.29166666666666663,1.0000 -> 0.2917 -> 0.2917 -> 0.2917,0.0,1.0,0.29166666666666663,,1.0,,1766728493.4463117,selector_quick_none_k4,2,runs\selector_quick_none_k4,selector_quick_none_k4,,,0.2916666666666667,,,,0.29166666666666663,,,
,,,0.25,,0.25,1.0000 -> 0.2500 -> 0.2500 -> 0.2500,0.0,1.0,0.25,,1.0,,1766729426.8924067,selector_quick_none_k8,2,runs\selector_quick_none_k8,selector_quick_none_k8,,,0.25,,,,0.25,,,
,,,0.2916666666666667,,0.2916666666666667,1.0000 -> 0.2917 -> 0.2917 -> 0.2917,0.0,1.0,0.2916666666666667,,1.0,,1766813597.0253534,selector_standard_last_occurrence_k2,5,runs\selector_standard_last_occurrence_k2,selector_standard_last_occurrence_k2,,,0.2916666666666667,,,,0.2916666666666667,,,
,,,0.10833333333333334,,0.125,1.0000 -> 0.1250 -> 0.1083 -> 0.1083,0.0,0.9833333333333334,0.10833333333333332,,1.0,,1766815643.5563996,selector_standard_last_occurrence_k4,5,runs\selector_standard_last_occurrence_k4,selector_standard_last_occurrence_k4,,,0.125,,,,0.10833333333333332,,,
,,,0.10833333333333334,,0.10833333333333332,1.0000 -> 0.1083 -> 0.1083 -> 0.1083,0.0,0.9916666666666666,0.10833333333333332,,1.0,,1766817690.0830536,selector_standard_last_occurrence_k8,5,runs\selector_standard_last_occurrence_k8,selector_standard_last_occurrence_k8,,,0.10833333333333334,,,,0.10833333333333332,,,
,,,0.9666666666666667,,1.0,1.0000 -> 1.0000 -> 0.9667 -> 0.9667,0.0,0.9666666666666666,0.9666666666666666,,1.0,,1766806915.5641115,selector_standard_latest_step_k2,5,runs\selector_standard_latest_step_k2,selector_standard_latest_step_k2,,,1.0,,,,0.9666666666666666,,,
,,,0.9666666666666667,,1.0,1.0000 -> 1.0000 -> 0.9667 -> 0.9667,0.0,0.9666666666666666,0.9666666666666666,,1.0,,1766809329.111106,selector_standard_latest_step_k4,5,runs\selector_standard_latest_step_k4,selector_standard_latest_step_k4,,,1.0,,,,0.9666666666666666,,,
,,,0.9666666666666667,,1.0,1.0000 -> 1.0000 -> 0.9667 -> 0.9667,0.0,0.9666666666666666,0.9666666666666666,,1.0,,1766811559.5814576,selector_standard_latest_step_k8,5,runs\selector_standard_latest_step_k8,selector_standard_latest_step_k8,,,1.0,,,,0.9666666666666666,,,
,,,0.55,,0.55,1.0000 -> 0.5500 -> 0.5500 -> 0.5500,0.0,1.0,0.55,,1.0,,1766795905.353721,selector_standard_none_k2,5,runs\selector_standard_none_k2,selector_standard_none_k2,,,0.55,,,,0.55,,,
,,,0.3333333333333333,,0.33333333333333337,1.0000 -> 0.3333 -> 0.3333 -> 0.3333,0.0,0.9833333333333334,0.33333333333333337,,1.0,,1766799212.5513325,selector_standard_none_k4,5,runs\selector_standard_none_k4,selector_standard_none_k4,,,0.3333333333333333,,,,0.33333333333333337,,,
,,,0.25833333333333336,,0.25833333333333336,1.0000 -> 0.2583 -> 0.2583 -> 0.2583,0.0,1.0,0.25833333333333336,,1.0,,1766804437.1861687,selector_standard_none_k8,5,runs\selector_standard_none_k8,selector_standard_none_k8,,,0.25833333333333336,,,,0.25833333333333336,,,
,,,0.9666666666666667,,1.0,1.0000 -> 1.0000 -> 0.9667 -> 0.9667,0.0,0.9666666666666666,0.9666666666666666,,1.0,,1766819731.4036431,selector_standard_prefer_set_latest_k2,5,runs\selector_standard_prefer_set_latest_k2,selector_standard_prefer_set_latest_k2,,,1.0,,,,0.9666666666666666,,,
,,,0.9666666666666667,,1.0,1.0000 -> 1.0000 -> 0.9667 -> 0.9667,0.0,0.9666666666666666,0.9666666666666666,,1.0,,1766821776.385124,selector_standard_prefer_set_latest_k4,5,runs\selector_standard_prefer_set_latest_k4,selector_standard_prefer_set_latest_k4,,,1.0,,,,0.9666666666666666,,,
,,,0.9666666666666667,,1.0,1.0000 -> 1.0000 -> 0.9667 -> 0.9667,0.0,0.9666666666666666,0.9666666666666666,,1.0,,1766823822.667939,selector_standard_prefer_set_latest_k8,5,runs\selector_standard_prefer_set_latest_k8,selector_standard_prefer_set_latest_k8,,,1.0,,,,0.9666666666666666,,,
,,,0.8518518518518519,,0.71875,0.8438 -> 0.8519 -> 0.8519 -> 0.7188,0.0,1.0,0.71875,,0.84375,,1767233156.9890313,selector_training_quick,2,runs\selector_training_quick,selector_training_quick,,,0.8518518518518519,,,,0.71875,,,
,,,1.0,,0.041666666666666664,0.0417 -> 1.0000 -> 1.0000 -> 0.0417,0.0,1.0,0.041666666666666664,,0.041666666666666664,,1767230088.326758,tfidf_kv,3,runs\tfidf_kv_s3q16,tfidf_kv_s3q16,,,1.0,,,,0.041666666666666664,,,
,0.0,,0.8333333333333334,1.0,0.8333333333333334,1.0000 -> 0.8333 -> 0.8333 -> 0.8333,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1767398425.7128935,update_burst_default_tielatest_k8_rate0.40,5,runs\update_burst_default_tielatest_k8_rate0.40_s5q24,update_burst_default_tielatest_k8_rate0.40_s5q24,0.0,1.0,0.8333333333333334,0.825,,1.0,0.8333333333333334,1.0,1.0,0.16666666666666666
,0.0,,0.8,1.0,0.8,1.0000 -> 0.8000 -> 0.8000 -> 0.8000,0.0,1.0,0.8,0.0,1.0,0.8,1767393435.5720658,update_burst_linear_baseline_k8_rate0.40,5,runs\update_burst_linear_baseline_k8_rate0.40_s5q24,update_burst_linear_baseline_k8_rate0.40_s5q24,0.0,1.0,0.8,0.7583333333333333,,1.0,0.8,1.0,1.0,0.2
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767391950.4143238,update_burst_linear_baseline_tieoff_k8_rate0.40,3,runs\update_burst_linear_baseline_tieoff_k8_rate0.40_s3q16,update_burst_linear_baseline_tieoff_k8_rate0.40_s3q16,0.0,1.0,0.875,0.8958333333333334,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767383968.4409688,update_burst_linear_k2,5,runs\update_burst_linear_k2_s5q24,update_burst_linear_k2_s5q24,0.0,1.0,0.875,0.825,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.9583333333333334,1.0,0.9583333333333334,1.0000 -> 0.9583 -> 0.9583 -> 0.9583,0.0,1.0,0.9583333333333334,0.0,1.0,0.9583333333333334,1767383971.0346313,update_burst_linear_k4,5,runs\update_burst_linear_k4_s5q24,update_burst_linear_k4_s5q24,0.0,1.0,0.9583333333333334,0.9833333333333333,,1.0,0.9583333333333334,1.0,1.0,0.041666666666666664
,0.0,,0.9791666666666666,1.0,0.9791666666666666,1.0000 -> 0.9792 -> 0.9792 -> 0.9792,0.0,1.0,0.9791666666666666,0.0,1.0,0.9791666666666666,1767384356.7285995,update_burst_linear_k4_steps120,3,runs\update_burst_linear_k4_steps120_s3q16,update_burst_linear_k4_steps120_s3q16,0.0,1.0,0.9791666666666666,0.75,,1.0,0.9791666666666666,1.0,1.0,0.020833333333333332
,0.0,,0.8958333333333334,1.0,0.8958333333333334,1.0000 -> 0.8958 -> 0.8958 -> 0.8958,0.0,1.0,0.8958333333333334,0.0,1.0,0.8958333333333334,1767384358.9891987,update_burst_linear_k4_steps240,3,runs\update_burst_linear_k4_steps240_s3q16,update_burst_linear_k4_steps240_s3q16,0.0,1.0,0.8958333333333334,0.6666666666666666,,1.0,0.8958333333333334,1.0,1.0,0.10416666666666667
,0.0,,0.9416666666666667,1.0,0.9416666666666667,1.0000 -> 0.9417 -> 0.9417 -> 0.9417,0.0,1.0,0.9416666666666667,0.0,1.0,0.9416666666666667,1767383973.5146267,update_burst_linear_k8,5,runs\update_burst_linear_k8_s5q24,update_burst_linear_k8_s5q24,0.0,1.0,0.9416666666666667,0.65,,1.0,0.9416666666666667,1.0,1.0,0.058333333333333334
,0.0,,0.7333333333333333,1.0,0.7333333333333333,1.0000 -> 0.7333 -> 0.7333 -> 0.7333,0.0,1.0,0.7333333333333333,0.0,1.0,0.7333333333333333,1767393438.2574441,update_burst_linear_recency_k8_rate0.40,5,runs\update_burst_linear_recency_k8_rate0.40_s5q24,update_burst_linear_recency_k8_rate0.40_s5q24,0.0,1.0,0.7333333333333333,1.0,,1.0,0.7333333333333333,1.0,1.0,0.26666666666666666
,0.0,,0.8333333333333334,1.0,0.8333333333333334,1.0000 -> 0.8333 -> 0.8333 -> 0.8333,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1767393423.0306022,update_burst_linear_tielatest_step_k2_rate0.40,5,runs\update_burst_linear_tielatest_step_k2_rate0.40_s5q24,update_burst_linear_tielatest_step_k2_rate0.40_s5q24,0.0,1.0,0.8333333333333334,0.7333333333333333,,1.0,0.8333333333333334,1.0,1.0,0.16666666666666666
